orderId,preAssignedContainerId,locationId,quantity,itemId,uom,orderDetailId,workSequence
26713332,26713332,PK311072,1,3605975030495,ea,26713332111113,00000
26713332,26713332,PK319041,1,3605970265595,ea,26713332111114,00000
26713332,26713332,PK311063,1,3605970677398,ea,26713332111115,00000
26711489,26711489,CFA01043,1,604214920934,ea,26711489111112,00000
26711489,26711489,CFA01045,1,604214397804,ea,26711489111113,00000
26711489,26711489,CFA01034,1,604214913004,ea,26711489111114,00000
26711489,26711489,CFA01044,1,604214921641,ea,26711489111115,00000
26711489,26711489,CFA02032,1,3605970988074,ea,26711489111116,00000
26711489,26711489,CFA01024,1,604214922624,ea,26711489111117,00000
26711490,26711490,CFA01014,1,604214643901,ea,26711490111118,00000
26711491,26711491,CFA01045,1,604214397804,ea,26711491111119,00000
26711491,26711491,CFA01034,1,604214913004,ea,26711491111120,00000
26711491,26711491,CFA02022,1,604214916630,ea,26711491111121,00000
26711491,26711491,CFA01044,1,604214921641,ea,26711491111122,00000
26711491,26711491,CFA02032,1,3605970988074,ea,26711491111123,00000
26711491,26711491,CFA01024,1,604214922624,ea,26711491111124,00000
26717430,26717430,CFB01045,1,604214397804,ea,26717430111112,00000
26717430,26717430,CFB01034,1,604214913004,ea,26717430111113,00000
26717430,26717430,CFB01043,1,604214920934,ea,26717430111114,00000
26717430,26717430,CFB01044,1,604214921641,ea,26717430111115,00000
26717430,26717430,CFB02032,1,3605970988074,ea,26717430111116,00000
26717430,26717430,CFB01024,1,604214922624,ea,26717430111117,00000
26717431,26717431,CFB01043,1,604214920934,ea,26717431111118,00000
26717431,26717431,CFB01045,1,604214397804,ea,26717431111119,00000
26717431,26717431,CFB01034,1,604214913004,ea,26717431111120,00000
26717431,26717431,CFB01044,1,604214921641,ea,26717431111121,00000
26717431,26717431,CFB02032,1,3605970988074,ea,26717431111122,00000
26717431,26717431,CFB01024,1,604214922624,ea,26717431111123,00000
26717029,26717029,CGB02041,3,3605970236915,ea,26717029111112,00000
26717029,26717029,CGB01031,1,3605975053944,ea,26717029111113,00000
26704714,26704714,CFC01045,1,604214397804,ea,26704714111112,00000
26704714,26704714,CFC01034,1,604214913004,ea,26704714111113,00000
26704714,26704714,CFD01012,1,604214738904,ea,26704714111114,00000
26704714,26704714,CFC01044,1,604214921641,ea,26704714111115,00000
26704714,26704714,CFC02032,1,3605970988074,ea,26704714111116,00000
26704714,26704714,CFC01024,1,604214922624,ea,26704714111117,00000
26704715,26704715,CFD02034,1,604214618503,ea,26704715111118,00000
26704715,26704715,CFC01045,1,604214397804,ea,26704715111119,00000
26704715,26704715,CFC01034,2,604214913004,ea,26704715111120,00000
26704715,26704715,CFD01024,1,604214922013,ea,26704715111121,00000
26704715,26704715,CFC02032,1,3605970988074,ea,26704715111122,00000
26704715,26704715,CFC01044,1,604214921641,ea,26704715111123,00000
26704715,26704715,CFC01024,1,604214922624,ea,26704715111124,00000
26704716,26704716,CFD01023,1,604214921962,ea,26704716111125,00000
26704716,26704716,CFC01045,1,604214397804,ea,26704716111126,00000
26704716,26704716,CFC01034,1,604214913004,ea,26704716111127,00000
26704716,26704716,CFC01044,1,604214921641,ea,26704716111128,00000
26704716,26704716,CFC02032,1,3605970988074,ea,26704716111129,00000
26704716,26704716,CFC01024,1,604214922624,ea,26704716111130,00000
26704717,26704717,CFC01045,1,604214397804,ea,26704717111131,00000
26704717,26704717,CFC01034,1,604214913004,ea,26704717111132,00000
26704717,26704717,CFC01043,1,604214920934,ea,26704717111133,00000
26704717,26704717,CFD01024,1,604214922013,ea,26704717111134,00000
26704717,26704717,CFC01044,1,604214921641,ea,26704717111135,00000
26704717,26704717,CFC02032,1,3605970988074,ea,26704717111136,00000
26704717,26704717,CFC01024,1,604214922624,ea,26704717111137,00000
26683146,26683146,EM034054,1,3605521076984,ea,26683146111112,00000
26683146,26683146,EM038085,1,3605521317032,ea,26683146111113,00000
26683146,26683146,EM042013,1,3605521847362,ea,26683146111114,00000
26683146,26683146,EM056062,1,3605521816795,ea,26683146111115,00000
26745651,26745651,PL323072,1,3605533282014,ea,26745651111112,00000
26745651,26745651,CFG02032,1,3605970791216,ea,26745651111113,00000
26745651,26745651,CFG02021,1,3605970943684,ea,26745651111114,00000
26738950,26738950,EO047022,1,3474630564657,ea,26738950111112,00000
26738950,26738950,EO047042,1,3474630565623,ea,26738950111113,00000
26738950,26738950,EO057053,2,3474630393271,ea,26738950111114,00000
26738950,26738950,EO051063,2,3474630152571,ea,26738950111115,00000
26738950,26738950,EO033023,1,3474630152519,ea,26738950111116,00000
26738950,26738950,EO035073,1,3474630565098,ea,26738950111117,00000
26738950,26738950,EO031081,1,3474630545748,ea,26738950111118,00000
26738950,26738950,EO041051,1,3474630668560,ea,26738950111119,00000
26738950,26738950,EO053021,1,884486191335,ea,26738950111120,00000
26738950,26738950,EO037051,1,884486249340,ea,26738950111121,00000
26741393,26741393,KP001021,1,3605970590765,ea,26741393111112,00000
26741393,26741393,CGD02034,1,3605975073508,ea,26741393111113,00000
26741393,26741393,CGD02011,1,3605975055023,ea,26741393111114,00000
26741393,26741393,PK301072,1,3605970199036,ea,26741393111115,00000
26741393,26741393,CGC01045,1,3605975080193,ea,26741393111116,00000
26741393,26741393,PK417073,1,3605970488178,ea,26741393111117,00000
26741393,26741393,CGC02025,1,3605970364939,ea,26741393111118,00000
26741394,26741394,PK405061,1,3605975030273,ea,26741394111119,00000
26741394,26741394,PK315073,1,3605975030280,ea,26741394111120,00000
26741394,26741394,CGD02033,1,3700194701499,ea,26741394111121,00000
26741394,26741394,CGC02044,1,3605975069709,ea,26741394111122,00000
26741394,26741394,CGC01031,1,3605975053944,ea,26741394111123,00000
26741394,26741394,CGD01011,1,3605970473600,ea,26741394111124,00000
26711615,26711615,CFA01045,1,604214397804,ea,26711615111112,00000
26711615,26711615,CFA01034,1,604214913004,ea,26711615111113,00000
26711615,26711615,CFA01044,1,604214921641,ea,26711615111114,00000
26711615,26711615,CFA02032,1,3605970988074,ea,26711615111115,00000
26711615,26711615,CFA01024,1,604214922624,ea,26711615111116,00000
26711615,26711615,EK04405B,1,604214853607,ea,26711615111117,00000
26711616,26711616,CFA01034,1,604214913004,ea,26711616111118,00000
26711616,26711616,CFA01045,1,604214397804,ea,26711616111119,00000
26711616,26711616,CFA02032,1,3605970988074,ea,26711616111120,00000
26711616,26711616,CFA01024,1,604214922624,ea,26711616111121,00000
26711616,26711616,CFA01044,1,604214921641,ea,26711616111122,00000
26711616,26711616,EK04405B,1,604214853607,ea,26711616111123,00000
26711617,26711617,CFA01034,1,604214913004,ea,26711617111124,00000
26711617,26711617,CFA01045,1,604214397804,ea,26711617111125,00000
26711617,26711617,CFA02032,1,3605970988074,ea,26711617111126,00000
26711617,26711617,EK04405B,1,604214853607,ea,26711617111127,00000
26711617,26711617,CFA01024,1,604214922624,ea,26711617111128,00000
26711617,26711617,CFA01044,1,604214921641,ea,26711617111129,00000
26711618,26711618,CFA01034,1,604214913004,ea,26711618111130,00000
26711618,26711618,CFA01045,1,604214397804,ea,26711618111131,00000
26711618,26711618,CFA02032,1,3605970988074,ea,26711618111132,00000
26711618,26711618,EK04405B,1,604214853607,ea,26711618111133,00000
26711618,26711618,CFA01024,1,604214922624,ea,26711618111134,00000
26711618,26711618,CFA01044,1,604214921641,ea,26711618111135,00000
26711619,26711619,CFD02015,1,604214618305,ea,26711619111136,00000
26711619,26711619,EK04605B,1,604214618701,ea,26711619111137,00000
26711619,26711619,CFA01045,1,604214397804,ea,26711619111138,00000
26711619,26711619,CFA01034,1,604214913004,ea,26711619111139,00000
26711619,26711619,CFA01044,1,604214921641,ea,26711619111140,00000
26711619,26711619,CFA02032,1,3605970988074,ea,26711619111141,00000
26711619,26711619,CFA01024,1,604214922624,ea,26711619111142,00000
26711620,26711620,CFA01034,1,604214913004,ea,26711620111143,00000
26711620,26711620,CFA01045,1,604214397804,ea,26711620111144,00000
26711620,26711620,CFA02032,1,3605970988074,ea,26711620111145,00000
26711620,26711620,CFA01024,1,604214922624,ea,26711620111146,00000
26711620,26711620,CFA01044,1,604214921641,ea,26711620111147,00000
26711620,26711620,EK04405B,1,604214853607,ea,26711620111148,00000
26711621,26711621,CFA01045,1,604214397804,ea,26711621111149,00000
26711621,26711621,CFA01034,1,604214913004,ea,26711621111150,00000
26711621,26711621,EK05002A,1,604214446205,ea,26711621111151,00000
26711621,26711621,CFA01044,1,604214921641,ea,26711621111152,00000
26711621,26711621,CFA02032,1,3605970988074,ea,26711621111153,00000
26711621,26711621,CFA01024,1,604214922624,ea,26711621111154,00000
26711622,26711622,CFA01014,1,604214643901,ea,26711622111155,00000
26711623,26711623,CFA01034,3,604214913004,ea,26711623111156,00000
26711623,26711623,CFA01045,3,604214397804,ea,26711623111157,00000
26711623,26711623,EK04605C,1,604214618800,ea,26711623111158,00000
26711623,26711623,CFA02032,1,3605970988074,ea,26711623111159,00000
26711623,26711623,CFA01024,3,604214922624,ea,26711623111160,00000
26711623,26711623,CFA01044,1,604214921641,ea,26711623111161,00000
26711243,26711243,EA075015,1,3605970785574,ea,26711243111112,00000
26711243,26711243,CFE01014,1,887242001749,ea,26711243111113,00000
26711244,26711244,EA071032,1,887242001534,ea,26711244111114,00000
26711244,26711244,CFE01012,1,887242001657,ea,26711244111115,00000
26711245,26711245,EA075021,1,3605970865856,ea,26711245111116,00000
26711245,26711245,CFE01032,1,3605970651558,ea,26711245111117,00000
26711246,26711246,EA073034,1,3605970801335,ea,26711246111118,00000
26711246,26711246,CFE01014,1,887242001749,ea,26711246111119,00000
26711247,26711247,EA077035,1,3605970829131,ea,26711247111120,00000
26711247,26711247,CFE01011,1,887242001718,ea,26711247111121,00000
26711248,26711248,CFE01024,1,887242001817,ea,26711248111122,00000
26711249,26711249,EA073046,1,887242003194,ea,26711249111123,00000
26711250,26711250,CFE01043,1,887242001756,ea,26711250111124,00000
26711251,26711251,HC020024,1,3605970801298,ea,26711251111125,00000
26711251,26711251,CFE01013,1,887242001664,ea,26711251111126,00000
26711252,26711252,EA077035,1,3605970829131,ea,26711252111127,00000
26711252,26711252,CFE01011,1,887242001718,ea,26711252111128,00000
26711253,26711253,EA073031,1,887242000124,ea,26711253111129,00000
26711253,26711253,CFE01013,1,887242001664,ea,26711253111130,00000
26711254,26711254,EA073034,1,3605970801335,ea,26711254111131,00000
26711254,26711254,CFE01013,1,887242001664,ea,26711254111132,00000
26711255,26711255,EA081023,1,3605970862572,ea,26711255111133,00000
26711255,26711255,CFE01011,1,887242001718,ea,26711255111134,00000
26711256,26711256,EA077021,1,3605970865931,ea,26711256111135,00000
26711256,26711256,CFE01013,1,887242001664,ea,26711256111136,00000
26711257,26711257,EA077021,1,3605970865931,ea,26711257111137,00000
26711257,26711257,CFE01011,1,887242001718,ea,26711257111138,00000
26711258,26711258,HC020011,1,3605970801175,ea,26711258111139,00000
26711258,26711258,CFE01015,1,887242001671,ea,26711258111140,00000
26711259,26711259,EA077021,1,3605970865931,ea,26711259111141,00000
26711259,26711259,CFE01014,1,887242001749,ea,26711259111142,00000
26711260,26711260,EA075021,1,3605970865856,ea,26711260111143,00000
26711260,26711260,CFE01014,1,887242001749,ea,26711260111144,00000
26711261,26711261,EA075026,1,887242001619,ea,26711261111145,00000
26711261,26711261,CFE01014,1,887242001749,ea,26711261111146,00000
26711262,26711262,EA077024,1,3605970885137,ea,26711262111147,00000
26711262,26711262,CFE01011,1,887242001718,ea,26711262111148,00000
26711263,26711263,HC020011,1,3605970801175,ea,26711263111149,00000
26711263,26711263,CFE01032,1,3605970651558,ea,26711263111150,00000
26711264,26711264,EA073034,1,3605970801335,ea,26711264111151,00000
26711264,26711264,CFE01013,1,887242001664,ea,26711264111152,00000
26711265,26711265,EA073034,1,3605970801335,ea,26711265111153,00000
26711265,26711265,EA085013,1,887242002715,ea,26711265111154,00000
26711265,26711265,CFE01011,1,887242001718,ea,26711265111155,00000
26711266,26711266,EA073032,1,3605970829056,ea,26711266111156,00000
26711266,26711266,CFE01011,1,887242001718,ea,26711266111157,00000
26711267,26711267,EA073034,1,3605970801335,ea,26711267111158,00000
26711267,26711267,CFE01011,1,887242001718,ea,26711267111159,00000
26711268,26711268,EA075015,1,3605970785574,ea,26711268111160,00000
26711268,26711268,CFE01014,1,887242001749,ea,26711268111161,00000
26711269,26711269,EA077035,1,3605970829131,ea,26711269111162,00000
26711269,26711269,CFE01032,1,3605970651558,ea,26711269111163,00000
26711270,26711270,CFE01011,1,887242001718,ea,26711270111164,00000
26711271,26711271,HC020024,1,3605970801298,ea,26711271111165,00000
26711271,26711271,CFE01011,1,887242001718,ea,26711271111166,00000
26711272,26711272,EA077033,1,3605970829216,ea,26711272111167,00000
26711272,26711272,CFE01032,1,3605970651558,ea,26711272111168,00000
26711273,26711273,EA073032,1,3605970829056,ea,26711273111169,00000
26711273,26711273,CFE01013,1,887242001664,ea,26711273111170,00000
26711274,26711274,HC020031,1,3605970801212,ea,26711274111171,00000
26711275,26711275,EA073032,1,3605970829056,ea,26711275111172,00000
26711275,26711275,CFE01014,1,887242001749,ea,26711275111173,00000
26711276,26711276,EA075021,1,3605970865856,ea,26711276111174,00000
26711276,26711276,CFE01015,1,887242001671,ea,26711276111175,00000
26711277,26711277,EA073034,1,3605970801335,ea,26711277111176,00000
26711278,26711278,EA073034,1,3605970801335,ea,26711278111177,00000
26711278,26711278,CFE01013,1,887242001664,ea,26711278111178,00000
26711279,26711279,EA073034,1,3605970801335,ea,26711279111179,00000
26711279,26711279,CFE01032,1,3605970651558,ea,26711279111180,00000
26711280,26711280,EA075026,1,887242001619,ea,26711280111181,00000
26711280,26711280,CFE01012,1,887242001657,ea,26711280111182,00000
26711281,26711281,EA077026,1,887242001596,ea,26711281111183,00000
26711281,26711281,CFE01011,1,887242001718,ea,26711281111184,00000
26711282,26711282,EA077012,3,3605970785932,ea,26711282111185,00000
26711283,26711283,EA077021,1,3605970865931,ea,26711283111186,00000
26711283,26711283,CFE01013,1,887242001664,ea,26711283111187,00000
26711284,26711284,EA075021,1,3605970865856,ea,26711284111188,00000
26711284,26711284,CFE01014,1,887242001749,ea,26711284111189,00000
26711285,26711285,HC020021,1,3605970829179,ea,26711285111190,00000
26711285,26711285,CFE01014,1,887242001749,ea,26711285111191,00000
26711286,26711286,EA073034,1,3605970801335,ea,26711286111192,00000
26711286,26711286,HC022033,1,3605970801052,ea,26711286111193,00000
26711286,26711286,CFE01014,1,887242001749,ea,26711286111194,00000
26711287,26711287,EA073032,1,3605970829056,ea,26711287111195,00000
26711287,26711287,CFE01011,1,887242001718,ea,26711287111196,00000
26711288,26711288,EA073034,1,3605970801335,ea,26711288111197,00000
26711288,26711288,CFE01011,1,887242001718,ea,26711288111198,00000
26711289,26711289,EA077031,1,3605970866174,ea,26711289111199,00000
26711289,26711289,CFE01014,1,887242001749,ea,26711289111200,00000
26711290,26711290,EA077022,1,3605970829292,ea,26711290111201,00000
26711290,26711290,CFE01032,1,3605970651558,ea,26711290111202,00000
26711291,26711291,HC038033,1,3605970692087,ea,26711291111203,00000
26711292,26711292,EA073034,1,3605970801335,ea,26711292111204,00000
26711292,26711292,CFE01013,1,887242001664,ea,26711292111205,00000
26711293,26711293,EA071031,2,3605970723330,ea,26711293111206,00000
26711294,26711294,EA077035,1,3605970829131,ea,26711294111207,00000
26711294,26711294,CFE01014,1,887242001749,ea,26711294111208,00000
26711295,26711295,EA073041,1,887242002555,ea,26711295111209,00000
26711296,26711296,EA071041,1,887242001169,ea,26711296111210,00000
26711296,26711296,CFE01013,1,887242001664,ea,26711296111211,00000
26711297,26711297,CFE01025,1,887242001824,ea,26711297111212,00000
26711297,26711297,CFE01024,1,887242001817,ea,26711297111213,00000
26711298,26711298,HC020024,2,3605970801298,ea,26711298111214,00000
26711298,26711298,CFE01011,1,887242001718,ea,26711298111215,00000
26711299,26711299,EA073032,1,3605970829056,ea,26711299111216,00000
26711299,26711299,CFE01013,1,887242001664,ea,26711299111217,00000
26711300,26711300,HC020011,1,3605970801175,ea,26711300111218,00000
26711300,26711300,CFE02034,1,3605970651633,ea,26711300111219,00000
26711301,26711301,EA077021,1,3605970865931,ea,26711301111220,00000
26711301,26711301,CFE01032,1,3605970651558,ea,26711301111221,00000
26711302,26711302,EA075021,1,3605970865856,ea,26711302111222,00000
26711302,26711302,CFE01035,1,3605970723293,ea,26711302111223,00000
26711303,26711303,EA073032,1,3605970829056,ea,26711303111224,00000
26711303,26711303,CFE01032,1,3605970651558,ea,26711303111225,00000
26711304,26711304,EA077035,1,3605970829131,ea,26711304111226,00000
26711304,26711304,CFE02021,1,3605970651596,ea,26711304111227,00000
26711305,26711305,EA073036,1,3605970830779,ea,26711305111228,00000
26711306,26711306,EA077035,1,3605970829131,ea,26711306111229,00000
26711306,26711306,CFE02034,1,3605970651633,ea,26711306111230,00000
26711307,26711307,EA073034,1,3605970801335,ea,26711307111231,00000
26711307,26711307,CFE01011,1,887242001718,ea,26711307111232,00000
26711308,26711308,EA075021,1,3605970865856,ea,26711308111233,00000
26711308,26711308,CFE01032,1,3605970651558,ea,26711308111234,00000
26711309,26711309,EA073032,1,3605970829056,ea,26711309111235,00000
26711309,26711309,CFE01011,1,887242001718,ea,26711309111236,00000
26711310,26711310,EA073034,1,3605970801335,ea,26711310111237,00000
26711310,26711310,CFE01011,1,887242001718,ea,26711310111238,00000
26711311,26711311,EA081023,1,3605970862572,ea,26711311111239,00000
26711311,26711311,CFE01014,1,887242001749,ea,26711311111240,00000
26711312,26711312,HC020021,1,3605970829179,ea,26711312111241,00000
26711312,26711312,CFE01014,1,887242001749,ea,26711312111242,00000
26711313,26711313,EA073046,1,887242003194,ea,26711313111243,00000
26711313,26711313,CFE01015,1,887242001671,ea,26711313111244,00000
26711314,26711314,EA081023,1,3605970862572,ea,26711314111245,00000
26711314,26711314,CFE01013,1,887242001664,ea,26711314111246,00000
26711315,26711315,EA077035,1,3605970829131,ea,26711315111247,00000
26711315,26711315,CFE01013,1,887242001664,ea,26711315111248,00000
26711316,26711316,HC020024,1,3605970801298,ea,26711316111249,00000
26711316,26711316,HC022033,1,3605970801052,ea,26711316111250,00000
26711317,26711317,EA083013,1,3605970865818,ea,26711317111251,00000
26711317,26711317,CFE01011,1,887242001718,ea,26711317111252,00000
26711318,26711318,CFE01035,1,3605970723293,ea,26711318111253,00000
26711318,26711318,CFE01032,1,3605970651558,ea,26711318111254,00000
26711319,26711319,EA073036,1,3605970830779,ea,26711319111255,00000
26711319,26711319,CFE01035,1,3605970723293,ea,26711319111256,00000
26711320,26711320,EA077035,1,3605970829131,ea,26711320111257,00000
26711320,26711320,CFE01011,1,887242001718,ea,26711320111258,00000
26711321,26711321,EA077021,1,3605970865931,ea,26711321111259,00000
26711322,26711322,EA073034,1,3605970801335,ea,26711322111260,00000
26711322,26711322,CFE01011,1,887242001718,ea,26711322111261,00000
26711323,26711323,EA075021,1,3605970865856,ea,26711323111262,00000
26711323,26711323,CFE01011,1,887242001718,ea,26711323111263,00000
26711324,26711324,EA081023,1,3605970862572,ea,26711324111264,00000
26711324,26711324,CFE01013,1,887242001664,ea,26711324111265,00000
26711325,26711325,HC020011,1,3605970801175,ea,26711325111266,00000
26711325,26711325,CFE01035,1,3605970723293,ea,26711325111267,00000
26711326,26711326,HC020021,1,3605970829179,ea,26711326111268,00000
26711326,26711326,CFE01012,1,887242001657,ea,26711326111269,00000
26711327,26711327,EA077021,1,3605970865931,ea,26711327111270,00000
26711327,26711327,CFE01011,1,887242001718,ea,26711327111271,00000
26711328,26711328,EA073036,1,3605970830779,ea,26711328111272,00000
26711328,26711328,CFE01014,1,887242001749,ea,26711328111273,00000
26711329,26711329,EA073036,1,3605970830779,ea,26711329111274,00000
26711329,26711329,EA077021,1,3605970865931,ea,26711329111275,00000
26711329,26711329,CFE01012,1,887242001657,ea,26711329111276,00000
26711330,26711330,EA077021,1,3605970865931,ea,26711330111277,00000
26711330,26711330,CFE01012,1,887242001657,ea,26711330111278,00000
26711331,26711331,EA073032,1,3605970829056,ea,26711331111279,00000
26711331,26711331,CFE01011,1,887242001718,ea,26711331111280,00000
26711332,26711332,EA077035,1,3605970829131,ea,26711332111281,00000
26711332,26711332,CFE01014,1,887242001749,ea,26711332111282,00000
26711333,26711333,EA073034,1,3605970801335,ea,26711333111283,00000
26711334,26711334,EA073034,1,3605970801335,ea,26711334111284,00000
26711334,26711334,CFE01015,1,887242001671,ea,26711334111285,00000
26711335,26711335,EA075033,1,3605970829094,ea,26711335111286,00000
26711335,26711335,CFE01035,1,3605970723293,ea,26711335111287,00000
26711336,26711336,EA077033,1,3605970829216,ea,26711336111288,00000
26711336,26711336,CFE01014,1,887242001749,ea,26711336111289,00000
26711337,26711337,EA073034,1,3605970801335,ea,26711337111290,00000
26711337,26711337,CFE01032,1,3605970651558,ea,26711337111291,00000
26711338,26711338,EA075021,1,3605970865856,ea,26711338111292,00000
26711338,26711338,CFE01032,1,3605970651558,ea,26711338111293,00000
26711339,26711339,HC020013,1,3605970801137,ea,26711339111294,00000
26711339,26711339,CFE01011,1,887242001718,ea,26711339111295,00000
26711340,26711340,HC020021,1,3605970829179,ea,26711340111296,00000
26711341,26711341,EA075021,1,3605970865856,ea,26711341111297,00000
26711341,26711341,CFE01011,1,887242001718,ea,26711341111298,00000
26711342,26711342,EA077021,1,3605970865931,ea,26711342111299,00000
26711342,26711342,CFE02034,1,3605970651633,ea,26711342111300,00000
26711343,26711343,HC020021,1,3605970829179,ea,26711343111301,00000
26711343,26711343,CFE01013,1,887242001664,ea,26711343111302,00000
26711344,26711344,EA075033,1,3605970829094,ea,26711344111303,00000
26711344,26711344,CFE01011,1,887242001718,ea,26711344111304,00000
26711345,26711345,HC022033,1,3605970801052,ea,26711345111305,00000
26711346,26711346,EA075021,1,3605970865856,ea,26711346111306,00000
26711346,26711346,CFE01014,1,887242001749,ea,26711346111307,00000
26711347,26711347,CFE01024,2,887242001817,ea,26711347111308,00000
26711347,26711347,CFE02011,3,887242001831,ea,26711347111309,00000
26711347,26711347,CFE01032,2,3605970651558,ea,26711347111310,00000
26711347,26711347,CFE01021,1,887242001725,ea,26711347111311,00000
26711348,26711348,EA073032,1,3605970829056,ea,26711348111312,00000
26711348,26711348,CFE01013,1,887242001664,ea,26711348111313,00000
26711349,26711349,EA075033,1,3605970829094,ea,26711349111314,00000
26711349,26711349,CFE01014,1,887242001749,ea,26711349111315,00000
26711350,26711350,EA073036,1,3605970830779,ea,26711350111316,00000
26711351,26711351,EA073032,1,3605970829056,ea,26711351111317,00000
26711352,26711352,EA077035,1,3605970829131,ea,26711352111318,00000
26711352,26711352,CFE01012,1,887242001657,ea,26711352111319,00000
26711353,26711353,EA075021,1,3605970865856,ea,26711353111320,00000
26711354,26711354,EA073034,1,3605970801335,ea,26711354111321,00000
26711354,26711354,CFE01042,1,887242001879,ea,26711354111322,00000
26711354,26711354,CFE01031,1,887242001855,ea,26711354111323,00000
26711354,26711354,CFE01012,1,887242001657,ea,26711354111324,00000
26711355,26711355,CFE01014,1,887242001749,ea,26711355111325,00000
26711355,26711355,CFE01011,1,887242001718,ea,26711355111326,00000
26711356,26711356,EA077033,1,3605970829216,ea,26711356111327,00000
26711356,26711356,CFE01014,1,887242001749,ea,26711356111328,00000
26711357,26711357,EA077033,1,3605970829216,ea,26711357111329,00000
26711357,26711357,CFE02021,1,3605970651596,ea,26711357111330,00000
26711358,26711358,EA077035,1,3605970829131,ea,26711358111331,00000
26711358,26711358,CFE02021,1,3605970651596,ea,26711358111332,00000
26711359,26711359,EA081023,1,3605970862572,ea,26711359111333,00000
26711359,26711359,CFE01013,1,887242001664,ea,26711359111334,00000
26711360,26711360,EA075033,1,3605970829094,ea,26711360111335,00000
26711360,26711360,CFE01013,1,887242001664,ea,26711360111336,00000
26711361,26711361,HC028012,1,3605970744212,ea,26711361111337,00000
26711361,26711361,CFE01012,1,887242001657,ea,26711361111338,00000
26711362,26711362,HC020011,1,3605970801175,ea,26711362111339,00000
26711362,26711362,CFE01032,1,3605970651558,ea,26711362111340,00000
26711363,26711363,HC020011,1,3605970801175,ea,26711363111341,00000
26711363,26711363,CFE01015,1,887242001671,ea,26711363111342,00000
26711364,26711364,EA073036,1,3605970830779,ea,26711364111343,00000
26711364,26711364,CFE01011,1,887242001718,ea,26711364111344,00000
26711365,26711365,EA075021,1,3605970865856,ea,26711365111345,00000
26711365,26711365,CFE01035,1,3605970723293,ea,26711365111346,00000
26711366,26711366,EA077021,1,3605970865931,ea,26711366111347,00000
26711366,26711366,CFE01013,1,887242001664,ea,26711366111348,00000
26711367,26711367,HC020013,1,3605970801137,ea,26711367111349,00000
26711368,26711368,EA073034,1,3605970801335,ea,26711368111350,00000
26711368,26711368,CFE01032,1,3605970651558,ea,26711368111351,00000
26711369,26711369,EA077035,1,3605970829131,ea,26711369111352,00000
26711369,26711369,CFE02034,1,3605970651633,ea,26711369111353,00000
26711370,26711370,HC024013,1,3605970652791,ea,26711370111354,00000
26711370,26711370,CFE01032,1,3605970651558,ea,26711370111355,00000
26711371,26711371,HC020031,1,3605970801212,ea,26711371111356,00000
26711371,26711371,CFE01011,1,887242001718,ea,26711371111357,00000
26711372,26711372,EA081023,1,3605970862572,ea,26711372111358,00000
26711372,26711372,CFE01032,1,3605970651558,ea,26711372111359,00000
